,Rooms,Bedroom2,Bathroom,BuildingArea,Landsize,Regionname,Price
9608,3,3,3,151.96764988779805,325,Southern Metropolitan,1375000.0
9609,3,3,2,151.96764988779805,677,Southern Metropolitan,1975000.0
9610,5,5,3,40.0,544,Northern Metropolitan,1250000.0
9611,2,2,1,151.96764988779805,170,Western Metropolitan,735000.0
9612,3,3,1,130.0,679,Northern Metropolitan,638000.0
9613,3,3,1,151.96764988779805,651,Northern Metropolitan,716000.0
9614,2,2,1,151.96764988779805,196,Eastern Victoria,400000.0
9615,5,5,2,151.96764988779805,864,Eastern Metropolitan,800000.0
9616,2,2,1,151.96764988779805,59,Western Metropolitan,505500.0
9617,4,4,3,325.0,960,Southern Metropolitan,2520000.0
9618,1,1,1,45.0,887,Western Metropolitan,301000.0
9619,3,3,2,151.96764988779805,220,Southern Metropolitan,960000.0
9620,2,2,1,113.0,0,Northern Metropolitan,740000.0
9621,4,4,2,199.5,642,Western Victoria,420000.0
9622,3,3,1,151.96764988779805,603,Western Victoria,419000.0
9623,3,3,2,141.0,435,South-Eastern Metropolitan,1051000.0
9624,4,4,2,151.96764988779805,731,South-Eastern Metropolitan,1700000.0
9625,2,2,1,151.96764988779805,723,South-Eastern Metropolitan,525000.0
9626,2,2,1,300.0,101,South-Eastern Metropolitan,660000.0
9627,2,2,1,151.96764988779805,3160,South-Eastern Metropolitan,455000.0
9628,3,3,2,151.96764988779805,400,Northern Metropolitan,517000.0
9629,4,4,2,151.96764988779805,512,Northern Metropolitan,596000.0
9630,4,4,3,151.96764988779805,209,Southern Metropolitan,2500000.0
9631,4,4,2,236.0,612,Northern Metropolitan,865000.0
9632,4,4,1,160.0,842,Eastern Metropolitan,1302000.0
9633,3,3,2,130.0,343,Eastern Metropolitan,800000.0
9634,3,3,2,203.0,596,Western Metropolitan,1850000.0
9635,1,1,1,29.0,0,Western Metropolitan,222000.0
9636,4,4,2,151.96764988779805,532,Southern Metropolitan,1289000.0
9637,4,4,2,151.96764988779805,854,Eastern Victoria,651000.0
9638,3,3,1,102.0,484,Eastern Victoria,581000.0
9639,4,4,2,151.96764988779805,314,South-Eastern Metropolitan,1350000.0
9640,4,4,2,194.0,603,South-Eastern Metropolitan,1150000.0
9641,2,2,1,151.96764988779805,0,South-Eastern Metropolitan,470500.0
9642,3,3,1,151.96764988779805,810,Eastern Metropolitan,1530000.0
9643,4,4,3,150.0,708,Eastern Metropolitan,1352000.0
9644,3,3,2,151.96764988779805,710,Eastern Metropolitan,1360000.0
9645,3,3,1,151.96764988779805,750,Eastern Metropolitan,1530000.0
9646,4,4,3,249.0,720,Eastern Metropolitan,1728000.0
9647,4,4,4,446.0,905,South-Eastern Metropolitan,2000000.0
9648,3,3,1,151.96764988779805,801,South-Eastern Metropolitan,901000.0
9649,3,3,2,151.96764988779805,145,South-Eastern Metropolitan,757500.0
9650,3,3,1,151.96764988779805,664,South-Eastern Metropolitan,757000.0
9651,4,4,2,165.0,726,South-Eastern Metropolitan,902000.0
9652,3,3,2,151.96764988779805,238,Southern Metropolitan,900000.0
9653,2,2,1,151.96764988779805,109,Southern Metropolitan,660000.0
9654,3,3,1,132.0,627,Southern Metropolitan,1561000.0
9655,4,4,1,151.96764988779805,390,Western Metropolitan,1005000.0
9656,3,3,1,150.0,646,Western Metropolitan,1300000.0
9657,4,4,3,500.0,564,Western Metropolitan,1751000.0
9658,3,3,1,151.96764988779805,585,South-Eastern Metropolitan,635000.0
9659,1,1,1,151.96764988779805,133,Northern Metropolitan,1000000.0
9660,1,1,1,151.96764988779805,37,Northern Metropolitan,780000.0
9661,2,2,1,151.96764988779805,0,Northern Metropolitan,550000.0
9662,2,2,1,151.96764988779805,166,Northern Metropolitan,1001000.0
9663,2,2,1,151.96764988779805,114,Northern Metropolitan,905000.0
9664,3,3,1,151.96764988779805,375,Northern Metropolitan,1305000.0
9665,3,3,1,151.96764988779805,504,Northern Metropolitan,1516000.0
9666,2,2,1,151.96764988779805,0,Northern Metropolitan,503000.0
9667,3,3,1,118.0,390,Southern Metropolitan,840000.0
9668,4,4,3,212.0,616,Eastern Metropolitan,1430000.0
9669,3,3,2,151.96764988779805,431,Eastern Metropolitan,913000.0
9670,5,5,3,274.0,766,Eastern Metropolitan,1060000.0
9671,3,3,1,151.96764988779805,319,Eastern Metropolitan,806000.0
9672,3,3,1,115.0,722,Northern Metropolitan,840000.0
9673,4,4,2,190.0,553,Northern Metropolitan,1071888.0
9674,2,2,2,127.0,208,Northern Metropolitan,790000.0
9675,3,3,2,130.0,200,Southern Metropolitan,820000.0
9676,3,3,1,101.0,673,South-Eastern Metropolitan,1218500.0
9677,2,2,1,75.45,126,Southern Metropolitan,695000.0
9678,3,3,2,122.0,454,South-Eastern Metropolitan,940000.0
9679,4,4,2,150.0,597,South-Eastern Metropolitan,1300000.0
9680,3,3,1,151.96764988779805,2429,Northern Metropolitan,850000.0
9681,2,2,2,151.96764988779805,2431,Northern Metropolitan,900000.0
9682,4,4,2,151.96764988779805,669,Northern Metropolitan,1260000.0
9683,3,3,2,165.5,689,Northern Metropolitan,1199000.0
9684,4,4,2,151.96764988779805,464,Western Metropolitan,550000.0
9685,2,2,1,151.96764988779805,156,Southern Metropolitan,1355000.0
9686,3,3,2,146.0,104,Southern Metropolitan,1388000.0
9687,1,1,1,151.96764988779805,85,Southern Metropolitan,964000.0
9688,4,4,2,151.96764988779805,105,Southern Metropolitan,1805000.0
9689,3,3,2,151.96764988779805,187,Southern Metropolitan,1420000.0
9690,2,2,1,151.96764988779805,0,Southern Metropolitan,735000.0
9691,1,1,1,44.0,0,Southern Metropolitan,440000.0
9692,3,3,2,151.96764988779805,142,Southern Metropolitan,2200000.0
9693,4,4,2,263.5,291,Southern Metropolitan,2300000.0
9694,3,3,1,151.96764988779805,592,Northern Metropolitan,1017500.0
9695,2,2,1,151.96764988779805,688,Northern Metropolitan,1050000.0
9696,4,4,1,113.0,313,Northern Metropolitan,840000.0
9697,3,3,1,100.0,178,Northern Metropolitan,510000.0
9698,4,4,1,151.96764988779805,700,Northern Metropolitan,930000.0
9699,3,3,2,151.96764988779805,247,Northern Metropolitan,635000.0
9700,2,2,1,151.96764988779805,494,Northern Metropolitan,850000.0
9701,3,3,1,103.0,893,Northern Metropolitan,780000.0
9702,2,2,1,151.96764988779805,155,Northern Metropolitan,1172000.0
9703,3,3,2,123.0,124,Northern Metropolitan,1255000.0
9704,2,2,1,72.0,110,Northern Metropolitan,1275000.0
9705,3,3,2,149.0,134,Northern Metropolitan,1120000.0
9706,3,3,2,110.0,105,Northern Metropolitan,1190000.0
9707,1,1,1,151.96764988779805,1347,Northern Metropolitan,534000.0
9708,3,3,3,81.0,81,Northern Metropolitan,1425000.0
9709,2,2,2,151.96764988779805,2226,Northern Metropolitan,650000.0
9710,2,2,1,151.96764988779805,750,Eastern Metropolitan,475000.0
9711,3,3,1,151.96764988779805,737,Eastern Metropolitan,800000.0
9712,4,4,2,135.0,842,Eastern Metropolitan,1175000.0
9713,3,3,2,127.0,306,Eastern Metropolitan,755000.0
9714,2,2,1,151.96764988779805,209,Eastern Metropolitan,602000.0
9715,4,4,2,320.0,502,South-Eastern Metropolitan,1005800.0
9716,4,4,2,151.96764988779805,726,South-Eastern Metropolitan,1275000.0
9717,3,3,1,151.96764988779805,178,Southern Metropolitan,760000.0
9718,3,3,2,151.96764988779805,603,South-Eastern Metropolitan,782500.0
9719,4,4,1,151.96764988779805,521,Western Metropolitan,1410000.0
9720,3,3,1,151.96764988779805,194,Western Metropolitan,900000.0
9721,1,1,1,151.96764988779805,0,Western Metropolitan,322500.0
9722,3,3,1,120.0,252,Western Metropolitan,900000.0
9723,4,4,2,152.0,534,South-Eastern Metropolitan,555698.0
9724,3,3,2,113.0,0,Southern Metropolitan,1250000.0
9725,1,1,1,53.0,0,Southern Metropolitan,407500.0
9726,2,2,1,151.96764988779805,0,Southern Metropolitan,1050000.0
9727,2,2,1,151.96764988779805,1272,Southern Metropolitan,771000.0
9728,2,2,1,77.0,8888,Southern Metropolitan,642500.0
9729,1,1,1,151.96764988779805,3878,Southern Metropolitan,422500.0
9730,3,3,1,129.0,160,Western Metropolitan,460000.0
9731,3,3,1,116.0,582,Western Metropolitan,610000.0
9732,3,3,1,151.96764988779805,524,Western Metropolitan,630000.0
9733,3,3,1,95.0,388,Western Metropolitan,500000.0
9734,2,2,1,84.0,1123,Southern Metropolitan,615000.0
9735,3,3,1,120.0,639,Western Metropolitan,455000.0
9736,4,4,2,151.96764988779805,283,Western Metropolitan,660000.0
9737,3,3,1,114.0,459,Western Metropolitan,810000.0
9738,3,3,1,115.0,631,Western Metropolitan,805000.0
9739,3,3,1,151.96764988779805,305,Western Metropolitan,453000.0
9740,2,2,1,84.0,1501,Southern Metropolitan,807000.0
9741,3,2,1,151.96764988779805,149,Southern Metropolitan,780000.0
9742,3,3,2,114.0,338,Western Metropolitan,471000.0
9743,3,3,2,431.0,431,Western Metropolitan,558000.0
9744,5,5,2,230.0,663,Western Metropolitan,780000.0
9745,4,4,3,151.96764988779805,679,Western Metropolitan,715000.0
9746,4,4,2,585.0,457,Eastern Metropolitan,2000000.0
9747,3,3,2,150.0,673,Eastern Metropolitan,1240000.0
9748,2,2,1,103.0,0,Northern Metropolitan,756000.0
9749,2,2,1,151.96764988779805,361,Northern Metropolitan,1205500.0
9750,3,3,1,151.96764988779805,612,Northern Metropolitan,1031000.0
9751,3,3,2,151.96764988779805,440,Southern Metropolitan,2500000.0
9752,5,5,3,151.96764988779805,724,Eastern Metropolitan,1041000.0
9753,4,4,2,187.0,651,Eastern Metropolitan,1050000.0
9754,4,4,2,151.96764988779805,785,Eastern Metropolitan,1208000.0
9755,3,3,2,540.0,541,Eastern Metropolitan,940000.0
9756,4,4,2,151.96764988779805,1183,Eastern Metropolitan,2020000.0
9757,3,3,2,151.96764988779805,447,Northern Metropolitan,835000.0
9758,3,3,1,151.96764988779805,700,Northern Metropolitan,1010000.0
9759,3,3,1,151.96764988779805,696,Northern Metropolitan,830000.0
9760,3,3,1,151.96764988779805,575,Western Metropolitan,442000.0
9761,3,3,2,195.0,1025,Western Metropolitan,830000.0
9762,3,3,1,151.96764988779805,364,Southern Metropolitan,1400000.0
9763,4,4,2,151.96764988779805,463,Western Metropolitan,1035000.0
9764,3,3,2,116.0,92,Northern Metropolitan,855000.0
9765,3,3,1,151.96764988779805,645,Western Metropolitan,1210000.0
9766,3,3,2,151.96764988779805,143,Western Metropolitan,737500.0
9767,3,3,1,151.96764988779805,573,Western Metropolitan,905000.0
9768,3,3,1,151.96764988779805,529,Western Metropolitan,526500.0
9769,2,2,1,58.0,324,Southern Metropolitan,685000.0
9770,3,3,1,151.96764988779805,130,Southern Metropolitan,1800000.0
9771,4,4,1,151.96764988779805,605,Northern Metropolitan,1800000.0
9772,1,1,1,40.0,60,Northern Metropolitan,330000.0
9773,3,3,1,151.96764988779805,570,Western Metropolitan,1020000.0
9774,3,3,1,151.96764988779805,798,Western Metropolitan,1280000.0
9775,3,3,1,151.96764988779805,563,Western Metropolitan,875000.0
9776,3,3,2,125.0,150,Western Metropolitan,1010000.0
9777,3,3,2,151.96764988779805,166,Western Metropolitan,819000.0
9778,3,3,1,102.0,196,Western Metropolitan,990000.0
9779,3,3,2,151.96764988779805,198,Western Metropolitan,1200000.0
9780,3,3,1,151.96764988779805,483,Western Metropolitan,1375000.0
9781,3,3,2,151.96764988779805,239,Western Metropolitan,1100000.0
9782,3,3,2,151.96764988779805,720,Southern Metropolitan,1850000.0
9783,4,4,1,151.96764988779805,778,Southern Metropolitan,1425000.0
9784,4,4,2,235.0,344,Western Metropolitan,773000.0
9785,3,3,2,151.96764988779805,147,Southern Metropolitan,1475000.0
9786,5,5,3,35.0,646,Southern Metropolitan,2180000.0
9787,2,2,1,151.96764988779805,943,Southern Metropolitan,1500000.0
9788,5,5,3,168.0,836,Southern Metropolitan,3200000.0
9789,2,2,1,151.96764988779805,140,Southern Metropolitan,682000.0
9790,4,4,2,197.0,1094,Eastern Metropolitan,1030000.0
9791,3,3,2,151.96764988779805,535,Eastern Metropolitan,700000.0
9792,4,4,2,161.0,1031,Eastern Victoria,675000.0
9793,5,5,1,151.96764988779805,644,Southern Metropolitan,1900000.0
9794,3,3,2,736.0,722,Southern Metropolitan,1410000.0
9795,3,3,1,151.96764988779805,332,Southern Metropolitan,817000.0
9796,4,4,3,107.0,933,Southern Metropolitan,1815000.0
9797,3,3,1,129.0,580,Southern Metropolitan,1225000.0
9798,3,3,2,153.0,703,Eastern Victoria,690000.0
9799,3,3,1,110.0,335,Eastern Metropolitan,880000.0
9800,4,4,2,151.96764988779805,592,Eastern Metropolitan,1562000.0
9801,3,3,1,151.96764988779805,785,Eastern Metropolitan,1530000.0
9802,3,3,1,126.0,579,Eastern Metropolitan,1264000.0
9803,6,6,3,151.96764988779805,786,Eastern Metropolitan,2150500.0
9804,3,3,1,151.96764988779805,649,Western Metropolitan,810000.0
9805,2,2,1,74.0,567,Western Metropolitan,570000.0
9806,3,3,2,183.0,697,Southern Metropolitan,2655000.0
9807,3,3,2,371.6122,289,Southern Metropolitan,3275000.0
9808,4,4,3,151.96764988779805,792,Southern Metropolitan,2720000.0
9809,4,4,2,300.0,725,Southern Metropolitan,2525000.0
9810,3,3,1,77.0,684,Southern Metropolitan,1300000.0
9811,3,3,1,156.0,406,Northern Metropolitan,1275000.0
9812,2,2,1,151.96764988779805,191,Northern Metropolitan,900000.0
9813,2,2,1,151.96764988779805,0,Northern Metropolitan,520000.0
9814,3,3,1,101.0,186,Northern Metropolitan,1204000.0
9815,2,2,1,151.96764988779805,190,Northern Metropolitan,730000.0
9816,4,4,2,217.0,645,Northern Metropolitan,1268000.0
9817,3,3,1,112.0,613,Northern Metropolitan,1445000.0
9818,3,3,2,151.96764988779805,534,Northern Metropolitan,796000.0
9819,4,4,2,151.96764988779805,662,Northern Metropolitan,769000.0
9820,3,3,1,151.96764988779805,513,Northern Metropolitan,690000.0
9821,3,3,1,151.96764988779805,756,Southern Metropolitan,1325000.0
9822,3,3,1,151.96764988779805,801,Southern Metropolitan,1052000.0
9823,2,2,1,151.96764988779805,2685,Southern Metropolitan,555000.0
9824,3,3,2,151.96764988779805,230,Southern Metropolitan,1381000.0
9825,3,3,1,80.0,96,Northern Metropolitan,1000000.0
9826,2,2,1,151.96764988779805,3481,Northern Metropolitan,720000.0
9827,3,3,1,151.96764988779805,202,Northern Metropolitan,1717500.0
9828,4,4,1,151.96764988779805,163,Northern Metropolitan,2400000.0
9829,3,3,1,151.96764988779805,309,Northern Metropolitan,1950000.0
9830,2,2,1,151.96764988779805,292,Southern Metropolitan,817500.0
9831,5,5,5,490.0,688,Western Metropolitan,1150000.0
9832,3,3,1,151.96764988779805,179,South-Eastern Metropolitan,590000.0
9833,3,3,2,151.96764988779805,426,Southern Metropolitan,1520000.0
9834,4,4,2,185.0,627,Southern Metropolitan,1700000.0
9835,2,2,1,151.96764988779805,294,Southern Metropolitan,960000.0
9836,4,4,2,202.0,536,South-Eastern Metropolitan,732000.0
9837,3,3,1,121.0,366,Southern Metropolitan,800000.0
9838,3,3,1,135.0,533,Southern Metropolitan,877000.0
9839,4,4,2,151.96764988779805,712,Southern Metropolitan,1255000.0
9840,3,3,1,120.0,537,Southern Metropolitan,900000.0
9841,3,3,2,151.96764988779805,552,Southern Metropolitan,1199000.0
9842,4,4,2,151.96764988779805,724,Southern Metropolitan,1500000.0
9843,3,3,2,103.0,318,South-Eastern Metropolitan,780000.0
9844,3,3,1,151.96764988779805,490,Northern Metropolitan,862500.0
9845,4,4,2,255.0,441,Northern Metropolitan,1020000.0
9846,2,2,1,97.0,476,Northern Metropolitan,996000.0
9847,2,2,1,88.0,151,Northern Metropolitan,1095000.0
9848,5,5,3,199.73,646,Northern Metropolitan,680000.0
9849,4,4,2,166.0,479,Northern Metropolitan,492000.0
9850,3,3,2,165.0,263,Northern Metropolitan,425000.0
9851,3,3,1,151.96764988779805,973,Eastern Metropolitan,985500.0
9852,3,3,2,151.96764988779805,815,Eastern Metropolitan,720000.0
9853,4,4,3,170.0,907,Eastern Metropolitan,860000.0
9854,3,3,1,151.96764988779805,584,Northern Metropolitan,408500.0
9855,3,3,1,151.96764988779805,595,Northern Metropolitan,310000.0
9856,3,3,1,151.96764988779805,597,South-Eastern Metropolitan,620000.0
9857,4,4,2,151.96764988779805,709,Western Metropolitan,650000.0
9858,3,3,1,151.96764988779805,693,Western Metropolitan,716000.0
9859,3,3,1,151.96764988779805,586,Western Metropolitan,645000.0
9860,3,3,2,151.96764988779805,542,South-Eastern Metropolitan,840000.0
9861,3,3,2,189.0,526,South-Eastern Metropolitan,801000.0
9862,5,5,3,153.0,619,South-Eastern Metropolitan,955000.0
9863,3,3,2,151.96764988779805,348,Eastern Metropolitan,1255000.0
9864,3,3,1,151.96764988779805,696,Eastern Metropolitan,1369000.0
9865,3,3,1,151.96764988779805,649,Eastern Metropolitan,902000.0
9866,2,2,1,151.96764988779805,1489,Northern Metropolitan,885000.0
9867,3,3,1,122.0,768,Eastern Metropolitan,967500.0
9868,4,4,2,206.0,786,Eastern Metropolitan,890000.0
9869,3,3,2,185.0,188,Southern Metropolitan,1800000.0
9870,2,2,1,151.96764988779805,470,Western Metropolitan,1200000.0
9871,2,2,2,151.96764988779805,1523,Western Metropolitan,720000.0
9872,2,2,1,67.0,0,Western Metropolitan,410000.0
9873,3,3,2,146.0,223,Western Metropolitan,930000.0
9874,2,2,1,151.96764988779805,132,Western Metropolitan,600000.0
9875,3,3,1,151.96764988779805,793,Western Metropolitan,1390000.0
9876,2,2,1,30.0,665,Northern Metropolitan,761000.0
9877,3,3,1,94.0,616,Northern Metropolitan,650000.0
9878,2,2,1,65.0,470,Northern Metropolitan,700000.0
9879,2,2,1,151.96764988779805,153,Northern Metropolitan,1275000.0
9880,2,2,1,151.96764988779805,185,Northern Metropolitan,1680000.0
9881,4,4,2,151.96764988779805,302,Northern Metropolitan,1340000.0
9882,3,3,1,151.96764988779805,617,Eastern Metropolitan,800000.0
9883,3,3,2,151.96764988779805,571,South-Eastern Metropolitan,545000.0
9884,3,3,1,118.54,537,South-Eastern Metropolitan,570000.0
9885,5,5,2,151.96764988779805,1424,South-Eastern Metropolitan,715000.0
9886,3,3,2,151.96764988779805,4780,South-Eastern Metropolitan,860000.0
9887,3,3,1,151.96764988779805,618,Western Metropolitan,653000.0
9888,5,5,2,151.96764988779805,858,Southern Metropolitan,2862000.0
9889,5,5,3,151.96764988779805,595,Southern Metropolitan,2180000.0
9890,3,3,2,20.0,364,Southern Metropolitan,1610000.0
9891,4,4,3,151.96764988779805,910,Southern Metropolitan,2450000.0
9892,4,4,1,151.96764988779805,1110,Southern Metropolitan,2250000.0
9893,4,4,2,151.96764988779805,1017,Northern Metropolitan,1100000.0
9894,3,3,1,96.0,197,Northern Metropolitan,512000.0
9895,4,4,2,151.96764988779805,620,Western Metropolitan,820000.0
9896,5,5,3,151.96764988779805,616,Northern Metropolitan,1050000.0
9897,3,3,1,151.96764988779805,1020,Northern Metropolitan,1326000.0
9898,3,3,2,132.0,1036,Northern Metropolitan,895000.0
9899,3,3,2,151.96764988779805,563,Northern Metropolitan,730000.0
9900,5,4,3,290.0,789,Northern Metropolitan,880000.0
9901,4,4,2,190.0,1070,Northern Metropolitan,925000.0
9902,3,3,2,151.96764988779805,775,Northern Metropolitan,770000.0
9903,4,4,2,230.0,680,Northern Metropolitan,715000.0
9904,4,4,2,298.21,494,Northern Metropolitan,840500.0
9905,4,4,2,151.96764988779805,990,Northern Metropolitan,810000.0
9906,4,4,2,151.96764988779805,633,Southern Metropolitan,1600000.0
9907,3,3,1,151.96764988779805,400,Southern Metropolitan,1325000.0
9908,4,4,2,151.96764988779805,743,Southern Metropolitan,3150000.0
9909,2,2,1,100.0,348,Southern Metropolitan,1285000.0
9910,2,2,1,81.0,0,Southern Metropolitan,685000.0
9911,2,2,1,151.96764988779805,128,Southern Metropolitan,878000.0
9912,3,3,2,113.0,254,Southern Metropolitan,957000.0
9913,3,3,2,151.96764988779805,159,Southern Metropolitan,1236000.0
9914,3,3,2,151.96764988779805,234,Southern Metropolitan,1750000.0
9915,4,4,3,151.96764988779805,451,Southern Metropolitan,2010000.0
9916,3,3,2,188.0,362,Southern Metropolitan,2370000.0
9917,2,0,0,151.96764988779805,241,Southern Metropolitan,1480000.0
9918,2,2,1,97.0,264,Southern Metropolitan,1682000.0
9919,4,4,2,151.96764988779805,419,Eastern Metropolitan,915000.0
9920,3,3,2,151.96764988779805,137,Eastern Metropolitan,781000.0
9921,2,2,1,151.96764988779805,671,Eastern Metropolitan,875000.0
9922,4,4,2,151.96764988779805,604,Southern Metropolitan,1300000.0
9923,4,4,2,151.96764988779805,590,Southern Metropolitan,1430000.0
9924,3,3,2,193.0,666,Western Metropolitan,660000.0
9925,3,3,2,151.96764988779805,320,Western Metropolitan,480000.0
9926,4,4,2,151.96764988779805,778,Eastern Metropolitan,2380000.0
9927,3,3,1,151.96764988779805,585,Eastern Metropolitan,1035000.0
9928,3,3,2,120.0,103,Eastern Metropolitan,975000.0
9929,3,3,1,151.96764988779805,627,Northern Metropolitan,556000.0
9930,3,3,1,151.96764988779805,722,Western Metropolitan,875000.0
9931,4,4,2,164.0,713,Western Metropolitan,670000.0
9932,3,3,1,151.96764988779805,307,Western Metropolitan,575000.0
9933,3,3,1,151.96764988779805,340,Northern Metropolitan,1250000.0
9934,1,1,1,151.96764988779805,2592,Northern Metropolitan,395000.0
9935,2,2,1,151.96764988779805,107,Northern Metropolitan,840500.0
9936,3,3,1,151.96764988779805,482,Southern Metropolitan,1995000.0
9937,2,2,1,151.96764988779805,847,Southern Metropolitan,600000.0
9938,2,2,1,151.96764988779805,964,Southern Metropolitan,797000.0
9939,3,3,1,151.96764988779805,784,Southern Metropolitan,3001000.0
9940,3,3,2,151.96764988779805,552,South-Eastern Metropolitan,752000.0
9941,3,3,1,151.96764988779805,670,Northern Metropolitan,705500.0
9942,2,2,1,151.96764988779805,766,Northern Metropolitan,685000.0
9943,3,3,1,165.0,364,Northern Metropolitan,560000.0
9944,2,2,1,93.0,416,Northern Metropolitan,511500.0
9945,3,3,2,16.0,209,Western Metropolitan,810000.0
9946,3,3,2,151.96764988779805,161,Southern Metropolitan,1275000.0
9947,3,3,1,151.96764988779805,706,Southern Metropolitan,1690000.0
9948,4,4,3,355.0,552,Southern Metropolitan,3600000.0
9949,3,3,2,130.0,198,Western Metropolitan,815000.0
9950,2,2,1,151.96764988779805,575,Western Metropolitan,920000.0
9951,3,3,1,98.0,565,Northern Metropolitan,467000.0
9952,4,4,2,163.0,590,Western Victoria,405000.0
9953,3,3,2,151.96764988779805,599,Western Victoria,420000.0
9954,3,3,1,151.96764988779805,615,Western Victoria,465000.0
9955,4,4,2,151.96764988779805,628,Northern Metropolitan,625000.0
9956,2,2,1,104.0,389,Northern Metropolitan,428000.0
9957,4,4,2,169.5,643,Northern Metropolitan,722500.0
9958,2,2,1,83.0,257,Northern Metropolitan,421000.0
9959,2,2,2,370.0,370,Eastern Metropolitan,890000.0
9960,3,3,1,151.96764988779805,781,Eastern Metropolitan,960000.0
9961,3,3,1,151.96764988779805,848,Eastern Metropolitan,755000.0
9962,1,1,1,42.2,114,Western Metropolitan,286000.0
9963,3,3,1,151.96764988779805,449,Western Metropolitan,1375000.0
9964,3,3,2,151.96764988779805,867,Southern Metropolitan,1401500.0
9965,4,4,2,170.0,413,South-Eastern Metropolitan,920000.0
9966,2,2,1,151.96764988779805,709,South-Eastern Metropolitan,1110000.0
9967,3,3,1,127.0,2385,Eastern Victoria,620000.0
9968,3,3,1,117.0,807,Eastern Metropolitan,1200000.0
9969,4,4,2,151.96764988779805,691,Eastern Metropolitan,1387000.0
9970,4,4,2,151.96764988779805,196,Eastern Metropolitan,970000.0
9971,3,3,2,151.96764988779805,264,Eastern Metropolitan,870000.0
9972,3,3,1,151.96764988779805,722,Eastern Metropolitan,1250000.0
9973,3,3,1,126.0,739,South-Eastern Metropolitan,865000.0
9974,3,3,1,151.96764988779805,579,Southern Metropolitan,1410000.0
9975,3,3,2,151.96764988779805,462,Southern Metropolitan,1220500.0
9976,1,1,1,151.96764988779805,1382,Southern Metropolitan,357000.0
9977,4,4,1,181.0,718,Southern Metropolitan,1920000.0
9978,3,3,1,151.96764988779805,810,South-Eastern Metropolitan,597500.0
9979,3,3,1,151.96764988779805,343,Western Metropolitan,1250000.0
9980,3,3,1,123.0,396,Western Metropolitan,1230000.0
9981,3,3,1,103.0,492,Western Metropolitan,1220000.0
9982,4,4,2,151.96764988779805,650,Western Metropolitan,1315000.0
9983,3,3,1,112.0,550,South-Eastern Metropolitan,660000.0
9984,2,2,2,81.0,1223,Northern Metropolitan,570000.0
9985,2,2,3,151.96764988779805,1223,Northern Metropolitan,850000.0
9986,5,5,3,321.0,4221,Eastern Metropolitan,1550000.0
9987,3,3,1,151.96764988779805,188,Northern Metropolitan,1000000.0
9988,3,3,1,151.96764988779805,247,Northern Metropolitan,1240000.0
9989,3,3,1,151.96764988779805,563,Northern Metropolitan,1590000.0
9990,3,3,1,151.96764988779805,245,Northern Metropolitan,1275000.0
9991,3,3,1,151.96764988779805,271,Northern Metropolitan,1350000.0
9992,4,4,2,216.0,697,Eastern Metropolitan,1075000.0
9993,3,3,1,151.96764988779805,656,Northern Metropolitan,821000.0
9994,4,4,2,190.0,553,Northern Metropolitan,1071888.0
9995,2,2,1,73.0,132,Northern Metropolitan,560000.0
9996,5,5,2,313.0,546,Southern Metropolitan,1750000.0
9997,3,3,1,115.0,700,Southern Metropolitan,1210000.0
9998,4,4,2,151.96764988779805,597,South-Eastern Metropolitan,1500000.0
9999,4,4,2,151.96764988779805,619,South-Eastern Metropolitan,1215000.0
10000,3,3,1,151.96764988779805,743,South-Eastern Metropolitan,1265000.0
10001,4,4,2,151.96764988779805,624,South-Eastern Metropolitan,1050000.0
10002,2,2,1,151.96764988779805,253,Southern Metropolitan,790000.0
10003,4,4,2,151.96764988779805,425,Eastern Victoria,410500.0
10004,4,4,2,150.0,597,South-Eastern Metropolitan,1300000.0
10005,3,3,2,151.96764988779805,259,South-Eastern Metropolitan,1400000.0
10006,3,3,1,151.96764988779805,645,Northern Metropolitan,955000.0
10007,2,2,1,151.96764988779805,609,Northern Metropolitan,860000.0
10008,2,2,1,88.0,487,Northern Metropolitan,740000.0
10009,2,2,1,151.96764988779805,0,Southern Metropolitan,816000.0
10010,3,3,1,80.0,0,Southern Metropolitan,800000.0
10011,2,2,1,102.0,0,Southern Metropolitan,1020000.0
10012,2,2,2,76.0,0,Southern Metropolitan,660000.0
10013,3,3,2,135.5,468,Northern Metropolitan,1242000.0
10014,2,2,1,151.96764988779805,525,Northern Metropolitan,1365000.0
10015,3,3,1,151.96764988779805,170,Northern Metropolitan,691000.0
10016,2,2,2,151.96764988779805,70,Northern Metropolitan,660000.0
10017,3,3,2,151.96764988779805,214,Northern Metropolitan,875000.0
10018,5,5,3,266.76,525,Northern Metropolitan,1350000.0
10019,3,3,3,159.0,158,Northern Metropolitan,1020000.0
10020,3,3,1,151.96764988779805,0,Northern Metropolitan,630000.0
10021,3,3,1,151.96764988779805,598,Northern Metropolitan,877500.0
10022,5,5,3,203.0,890,Northern Metropolitan,912000.0
10023,3,3,1,102.0,494,Northern Metropolitan,685000.0
10024,1,1,1,60.0,0,Northern Metropolitan,270000.0
10025,3,3,1,151.96764988779805,601,Northern Metropolitan,911000.0
10026,1,1,1,151.96764988779805,113,Northern Metropolitan,365000.0
10027,2,2,1,151.96764988779805,73,Northern Metropolitan,470000.0
10028,2,2,2,123.0,180,Northern Metropolitan,890500.0
10029,1,1,1,151.96764988779805,1082,Northern Metropolitan,355000.0
